OrderID,CustomerID,OrderDate,ShippedDate,OrderStatus,ShippingMethod,ShippingCity,ShippingCountry,OrderTotal
ORD00086,CUST0182,2025-09-26T09:15:09.459Z,2025-10-03T09:15:09.459Z,Delivered,Next-Day,Washington,USA,8004.64
ORD00087,CUST0592,2024-05-26T18:44:02.374Z,2024-06-05T18:44:02.374Z,Delivered,Economy,Houston,Australia,12595.07
ORD00088,CUST0301,2024-09-19T14:36:05.384Z,2024-09-30T14:36:05.384Z,Delivered,Next-Day,Fort Worth,Netherlands,6449.21
ORD00089,CUST0787,2025-10-11T18:05:32.953Z,2025-10-24T18:05:32.953Z,Shipped,Next-Day,Phoenix,United Kingdom,7840.27
ORD00090,CUST0533,2025-07-22T21:40:28.239Z,2025-07-24T21:40:28.239Z,Shipped,Economy,Chicago,Netherlands,4080.35
ORD00091,CUST0862,2025-06-06T17:25:38.334Z,,Processing,Next-Day,Austin,United Kingdom,7161.25
ORD00092,CUST0446,2025-09-24T04:53:09.572Z,,Cancelled,Standard,Seattle,Canada,6427.94
ORD00093,CUST0517,2023-07-07T01:54:30.993Z,2023-07-16T01:54:30.993Z,Delivered,Express,San Jose,Spain,1648.26
ORD00094,CUST0507,2024-11-01T21:43:25.658Z,2024-11-10T21:43:25.658Z,Shipped,Standard,Jacksonville,Canada,7485.14
ORD00095,CUST0548,2024-01-02T04:31:19.738Z,2024-01-09T04:31:19.738Z,Shipped,Economy,San Jose,United Kingdom,12928.25
ORD00096,CUST0484,2024-03-21T06:03:28.073Z,2024-03-29T06:03:28.073Z,Shipped,Next-Day,Fort Worth,United Kingdom,8825.72
ORD00097,CUST0605,2025-07-17T11:33:01.978Z,,Processing,Economy,Austin,Sweden,6012.44
ORD00098,CUST0989,2023-07-29T07:50:55.410Z,2023-08-04T07:50:55.410Z,Delivered,Express,Chicago,Spain,8160.56
ORD00099,CUST0190,2025-11-02T12:16:18.860Z,2025-11-12T12:16:18.860Z,Shipped,Next-Day,San Francisco,Italy,13329.05
ORD00100,CUST0628,2025-06-13T19:11:43.318Z,2025-06-21T19:11:43.318Z,Shipped,Next-Day,Austin,Germany,9871.94
ORD00101,CUST0418,2024-04-02T05:25:42.532Z,2024-04-07T05:25:42.532Z,Shipped,Standard,Houston,Germany,6074.45
ORD00102,CUST0436,2024-08-22T02:44:24.087Z,2024-09-05T02:44:24.087Z,Shipped,Next-Day,Seattle,Netherlands,2695.14
ORD00103,CUST0331,2024-06-03T17:35:12.495Z,2024-06-12T17:35:12.495Z,Shipped,Economy,San Francisco,France,3960.72
ORD00104,CUST0763,2024-08-08T10:35:49.042Z,,Processing,Next-Day,Philadelphia,Canada,2673.07
ORD00105,CUST0064,2025-08-02T06:57:30.331Z,2025-08-13T06:57:30.331Z,Shipped,Standard,San Jose,Australia,8280.73
ORD00106,CUST0105,2025-07-24T11:04:12.969Z,2025-07-29T11:04:12.969Z,Delivered,Economy,San Diego,Australia,7117.99
ORD00107,CUST0460,2024-04-25T16:52:01.929Z,2024-05-07T16:52:01.929Z,Shipped,Express,Seattle,France,2138.47
ORD00108,CUST0009,2025-07-09T02:33:35.316Z,2025-07-12T02:33:35.316Z,Shipped,Economy,San Diego,Italy,7054.61
ORD00109,CUST0474,2024-12-20T20:17:57.103Z,2025-01-01T20:17:57.103Z,Shipped,Next-Day,San Diego,United Kingdom,96.18
ORD00110,CUST0900,2025-11-07T06:54:52.852Z,2025-11-10T06:54:52.852Z,Delivered,Next-Day,Philadelphia,France,5260.42
ORD00111,CUST0267,2024-10-15T23:31:04.670Z,,Processing,Standard,New York,Australia,8638.59
ORD00112,CUST0522,2025-10-19T18:28:50.329Z,2025-10-21T18:28:50.329Z,Delivered,Express,Fort Worth,Germany,7830.63
ORD00113,CUST0792,2025-08-02T11:11:22.340Z,2025-08-08T11:11:22.340Z,Shipped,Express,Fort Worth,Spain,11111.43
ORD00114,CUST0521,2025-07-05T06:47:39.714Z,2025-07-07T06:47:39.714Z,Delivered,Express,Seattle,Netherlands,1068.07
ORD00115,CUST0744,2025-10-04T15:46:07.952Z,2025-10-08T15:46:07.952Z,Delivered,Next-Day,Philadelphia,Spain,3980.50
ORD00116,CUST0345,2025-08-10T11:19:32.528Z,,Processing,Economy,Washington,Sweden,3949.70
ORD00117,CUST0086,2024-12-27T02:48:09.300Z,,Cancelled,Standard,San Antonio,Canada,2571.87
ORD00118,CUST0796,2025-09-25T17:15:15.690Z,,Processing,Express,San Diego,Spain,4741.71
ORD00119,CUST0507,2023-11-12T17:03:16.724Z,,Pending,Next-Day,San Jose,Spain,12597.65
ORD00120,CUST0986,2025-10-09T16:06:13.102Z,2025-10-18T16:06:13.102Z,Shipped,Standard,Columbus,Canada,73.62
ORD00121,CUST0272,2025-04-23T02:32:56.974Z,2025-04-29T02:32:56.974Z,Shipped,Standard,Washington,Germany,2628.98
ORD00122,CUST0511,2025-05-28T13:34:46.604Z,,Processing,Standard,Charlotte,Spain,8456.69
ORD00123,CUST0546,2025-08-06T09:03:47.325Z,2025-08-13T09:03:47.325Z,Delivered,Economy,Indianapolis,France,4166.28
ORD00124,CUST0225,2025-08-31T21:08:23.958Z,2025-09-10T21:08:23.958Z,Shipped,Standard,Philadelphia,Sweden,3282.50
ORD00125,CUST0192,2024-12-16T03:13:51.795Z,2024-12-25T03:13:51.795Z,Delivered,Economy,Columbus,Canada,8401.63
ORD00126,CUST0419,2025-10-25T16:15:48.511Z,2025-10-31T16:15:48.511Z,Delivered,Next-Day,Dallas,Australia,14013.06
ORD00127,CUST0443,2024-11-14T12:54:31.701Z,2024-11-22T12:54:31.701Z,Delivered,Standard,San Jose,Netherlands,3749.52
ORD00128,CUST0581,2024-12-17T12:55:10.606Z,2024-12-29T12:55:10.606Z,Delivered,Express,Indianapolis,Italy,8631.71
ORD00129,CUST0922,2024-05-20T00:36:51.933Z,2024-06-01T00:36:51.933Z,Delivered,Next-Day,Fort Worth,United Kingdom,4166.13
ORD00130,CUST0200,2025-02-11T10:47:31.709Z,,Cancelled,Economy,San Francisco,Germany,8148.22
ORD00131,CUST0049,2024-07-03T09:08:07.814Z,,Processing,Standard,Austin,Germany,7611.60
ORD00132,CUST0911,2025-08-27T03:26:12.132Z,2025-09-05T03:26:12.132Z,Delivered,Standard,Dallas,Australia,9394.75
ORD00133,CUST0303,2025-04-20T11:27:46.892Z,2025-05-03T11:27:46.892Z,Delivered,Standard,New York,Italy,4882.23
ORD00134,CUST0804,2025-10-16T04:06:57.093Z,,Processing,Standard,Denver,Italy,6713.93
ORD00135,CUST0585,2025-01-04T12:59:00.179Z,,Pending,Economy,Charlotte,Italy,10995.68
ORD00136,CUST0758,2025-09-24T02:42:29.132Z,2025-09-30T02:42:29.132Z,Delivered,Next-Day,Washington,USA,3621.98
ORD00137,CUST0495,2024-02-20T04:53:10.964Z,2024-02-22T04:53:10.964Z,Delivered,Express,San Jose,Netherlands,3512.43
ORD00138,CUST0804,2025-09-29T16:56:51.821Z,2025-10-09T16:56:51.821Z,Delivered,Economy,New York,Spain,560.62
ORD00139,CUST0100,2025-10-21T02:52:30.189Z,2025-10-24T02:52:30.189Z,Shipped,Standard,Fort Worth,Australia,10209.79
ORD00140,CUST0548,2025-07-20T14:16:00.326Z,2025-07-22T14:16:00.326Z,Shipped,Economy,Dallas,Germany,2997.61
ORD00141,CUST0450,2024-12-21T02:33:22.665Z,2024-12-23T02:33:22.665Z,Delivered,Economy,Philadelphia,Sweden,6450.12
ORD00142,CUST0713,2024-11-24T17:00:18.695Z,,Processing,Standard,Denver,Canada,1594.63
ORD00143,CUST0597,2025-10-01T22:21:24.137Z,2025-10-11T22:21:24.137Z,Delivered,Next-Day,Charlotte,Sweden,3429.72
ORD00144,CUST0780,2025-03-04T15:13:20.446Z,,Processing,Next-Day,San Francisco,Italy,4942.04
ORD00145,CUST0723,2024-03-14T22:20:38.698Z,,Pending,Next-Day,Austin,Sweden,3005.63
ORD00146,CUST0827,2024-12-29T20:00:27.182Z,2025-01-03T20:00:27.182Z,Shipped,Economy,Austin,Netherlands,5322.40
ORD00147,CUST0717,2024-07-06T21:09:28.357Z,2024-07-15T21:09:28.357Z,Shipped,Next-Day,Charlotte,Spain,5750.05
ORD00148,CUST0451,2024-06-13T01:06:34.991Z,,Processing,Next-Day,Austin,USA,7082.19
ORD00149,CUST0266,2025-03-17T08:51:03.398Z,,Processing,Next-Day,Indianapolis,Italy,8388.02
ORD00150,CUST0969,2025-08-01T12:55:04.199Z,2025-08-04T12:55:04.199Z,Delivered,Next-Day,Dallas,Italy,29.87
ORD00151,CUST0178,2025-09-04T13:38:40.013Z,2025-09-06T13:38:40.013Z,Delivered,Next-Day,Phoenix,Sweden,5557.42
ORD00152,CUST0914,2024-07-31T02:49:51.809Z,2024-08-13T02:49:51.809Z,Shipped,Economy,San Francisco,France,10287.61
ORD00153,CUST0516,2025-09-26T14:23:27.022Z,,Cancelled,Express,Los Angeles,Italy,3928.55
ORD00154,CUST0809,2025-01-01T20:19:30.796Z,,Processing,Economy,Austin,Germany,8977.69
ORD00155,CUST0747,2024-10-09T05:16:34.581Z,,Pending,Express,Indianapolis,United Kingdom,5781.37
ORD00156,CUST0920,2025-06-18T19:48:29.749Z,2025-06-29T19:48:29.749Z,Delivered,Next-Day,Indianapolis,Netherlands,16817.75
ORD00157,CUST0713,2024-06-19T23:47:29.260Z,,Pending,Economy,Houston,Canada,8375.38
ORD00158,CUST0316,2024-02-02T18:00:58.663Z,2024-02-09T18:00:58.663Z,Shipped,Next-Day,Phoenix,United Kingdom,607.77
ORD00159,CUST0517,2023-08-02T15:44:35.134Z,,Processing,Express,Columbus,Sweden,7346.33
ORD00160,CUST0242,2025-11-06T04:05:50.115Z,2025-11-13T04:05:50.115Z,Delivered,Standard,New York,Spain,4619.16
ORD00161,CUST0908,2024-06-13T19:01:40.430Z,2024-06-25T19:01:40.430Z,Shipped,Next-Day,Charlotte,Italy,1799.01
ORD00162,CUST0891,2025-04-02T15:59:47.640Z,2025-04-14T15:59:47.640Z,Shipped,Economy,New York,France,8275.63
ORD00163,CUST0104,2024-08-10T03:34:42.478Z,,Pending,Economy,New York,United Kingdom,5051.90
ORD00164,CUST0266,2025-09-30T15:45:42.820Z,2025-10-07T15:45:42.820Z,Delivered,Next-Day,Fort Worth,Germany,18226.73
ORD00165,CUST0192,2025-01-31T16:10:20.003Z,2025-02-05T16:10:20.003Z,Delivered,Express,Los Angeles,Sweden,2788.52
ORD00166,CUST0597,2025-04-27T13:15:46.948Z,2025-05-07T13:15:46.948Z,Delivered,Express,Los Angeles,USA,8789.97
ORD00167,CUST0972,2024-11-25T13:09:37.512Z,2024-12-09T13:09:37.512Z,Delivered,Standard,Denver,United Kingdom,3274.32
ORD00168,CUST0053,2023-02-09T11:03:53.734Z,2023-02-14T11:03:53.734Z,Shipped,Economy,Indianapolis,United Kingdom,3934.87
ORD00169,CUST0648,2025-05-14T21:28:30.790Z,2025-05-22T21:28:30.790Z,Delivered,Standard,San Diego,United Kingdom,16567.40
ORD00170,CUST0698,2025-07-30T22:08:00.358Z,,Pending,Standard,Austin,Canada,5428.42
ORD00171,CUST0860,2025-05-04T04:11:23.757Z,,Pending,Next-Day,San Francisco,United Kingdom,2367.47
ORD00172,CUST0816,2025-08-13T04:02:00.752Z,2025-08-16T04:02:00.752Z,Delivered,Express,San Francisco,Germany,12831.78
ORD00173,CUST0168,2025-04-19T16:32:04.461Z,,Cancelled,Standard,Austin,Canada,11374.08
ORD00174,CUST0887,2024-02-08T02:39:23.372Z,2024-02-11T02:39:23.372Z,Delivered,Economy,Washington,Australia,2511.04
ORD00175,CUST0342,2025-06-02T19:57:20.319Z,2025-06-09T19:57:20.319Z,Delivered,Economy,Chicago,Netherlands,9820.27
ORD00176,CUST0132,2025-11-07T04:25:25.932Z,2025-11-19T04:25:25.932Z,Delivered,Express,Fort Worth,Australia,3222.87
ORD00177,CUST0437,2025-10-15T05:35:23.442Z,,Cancelled,Express,San Antonio,Canada,6276.11
ORD00178,CUST0958,2025-11-01T03:58:21.742Z,2025-11-11T03:58:21.742Z,Delivered,Standard,Indianapolis,Canada,5967.70
ORD00179,CUST0009,2025-03-22T15:15:06.328Z,,Pending,Express,Chicago,Canada,4860.84
ORD00180,CUST0716,2025-05-03T03:40:54.477Z,2025-05-11T03:40:54.477Z,Delivered,Standard,San Antonio,Australia,3432.93
ORD00181,CUST0976,2025-09-05T09:55:32.668Z,2025-09-14T09:55:32.668Z,Shipped,Standard,Philadelphia,Australia,6608.11
ORD00182,CUST0795,2024-09-10T08:10:32.303Z,2024-09-21T08:10:32.303Z,Delivered,Economy,Denver,Germany,11897.49
ORD00183,CUST0654,2025-08-07T01:46:54.152Z,,Processing,Standard,Jacksonville,France,2115.77
ORD00184,CUST0895,2025-09-13T09:43:57.222Z,2025-09-20T09:43:57.222Z,Shipped,Next-Day,Seattle,Spain,5981.46
ORD00185,CUST0067,2025-01-10T13:09:53.751Z,,Processing,Express,Fort Worth,Italy,1982.95
ORD00186,CUST0447,2025-11-04T14:14:35.843Z,,Cancelled,Standard,San Francisco,Netherlands,1176.95
ORD00187,CUST0486,2025-07-23T16:11:19.844Z,,Processing,Next-Day,San Francisco,Italy,7422.69
ORD00188,CUST0919,2025-10-25T03:14:22.659Z,,Processing,Express,Dallas,Italy,2378.88
ORD00189,CUST0906,2025-09-16T07:17:22.185Z,2025-09-22T07:17:22.185Z,Delivered,Next-Day,Phoenix,Netherlands,2974.28
ORD00190,CUST0821,2025-09-07T09:30:24.848Z,,Processing,Express,Seattle,United Kingdom,4383.25
ORD00191,CUST0792,2025-09-29T03:47:05.052Z,2025-10-12T03:47:05.052Z,Delivered,Next-Day,Washington,Australia,13267.49
ORD00192,CUST0348,2025-06-27T03:21:28.441Z,2025-07-10T03:21:28.441Z,Delivered,Next-Day,Washington,Sweden,748.69
ORD00193,CUST0449,2025-10-19T20:15:34.632Z,2025-10-26T20:15:34.632Z,Shipped,Standard,Philadelphia,Netherlands,4136.44
ORD00194,CUST0347,2025-11-11T13:26:24.770Z,2025-11-22T13:26:24.770Z,Shipped,Standard,Indianapolis,Italy,8791.85
ORD00195,CUST0357,2025-09-29T18:33:05.809Z,2025-10-10T18:33:05.809Z,Shipped,Express,Dallas,Sweden,25.08
ORD00196,CUST0400,2024-01-07T11:03:47.060Z,2024-01-12T11:03:47.060Z,Delivered,Express,San Jose,Australia,1540.80
ORD00197,CUST0831,2025-08-27T13:48:00.356Z,2025-09-08T13:48:00.356Z,Shipped,Standard,Denver,Spain,7254.06
ORD00198,CUST0515,2025-04-29T19:26:26.727Z,2025-05-13T19:26:26.727Z,Shipped,Express,Dallas,USA,35.18
ORD00199,CUST0310,2025-04-10T18:21:18.549Z,2025-04-19T18:21:18.549Z,Shipped,Standard,Indianapolis,Italy,2040.54
ORD00200,CUST0649,2024-12-04T09:36:37.385Z,2024-12-07T09:36:37.385Z,Shipped,Next-Day,Phoenix,Italy,4073.22
ORD00201,CUST0796,2025-05-27T10:40:33.845Z,,Cancelled,Next-Day,Austin,Spain,10172.45
ORD00202,CUST0439,2025-08-25T07:52:32.918Z,,Pending,Next-Day,San Francisco,Spain,3295.66
ORD00203,CUST0821,2024-01-30T21:34:50.484Z,2024-02-13T21:34:50.484Z,Shipped,Next-Day,San Jose,France,13687.90
ORD00204,CUST0172,2025-10-03T02:58:53.261Z,2025-10-15T02:58:53.261Z,Shipped,Next-Day,San Francisco,Australia,8404.47
ORD00205,CUST0503,2025-06-20T13:27:05.575Z,,Cancelled,Standard,San Diego,United Kingdom,11007.74
ORD00206,CUST0617,2024-10-05T21:43:42.221Z,,Processing,Economy,Denver,Sweden,7901.47
ORD00207,CUST0782,2023-05-08T18:01:13.335Z,2023-05-16T18:01:13.335Z,Delivered,Express,San Antonio,Spain,4664.34
ORD00208,CUST0323,2023-09-30T11:34:23.839Z,2023-10-12T11:34:23.839Z,Shipped,Next-Day,San Antonio,Australia,3819.97
ORD00209,CUST0139,2025-06-21T14:52:48.392Z,,Cancelled,Express,Austin,USA,6060.26
ORD00210,CUST0989,2025-11-02T16:28:58.736Z,2025-11-09T16:28:58.736Z,Delivered,Standard,Dallas,Canada,4548.16
ORD00211,CUST0517,2024-04-15T07:38:47.734Z,2024-04-17T07:38:47.734Z,Shipped,Standard,Washington,France,3323.90
ORD00212,CUST0055,2024-04-17T03:36:54.414Z,,Processing,Next-Day,Washington,USA,1726.83
ORD00213,CUST0897,2025-05-31T02:27:59.169Z,,Processing,Next-Day,San Diego,Sweden,8359.51
