OrderID,CustomerID,OrderDate,ShippedDate,OrderStatus,ShippingMethod,ShippingCity,ShippingCountry,OrderTotal
ORD00032,CUST0465,2024-08-11T19:13:52.439714,,Processing,Express,Denver,Italy,7365.15
ORD00033,CUST0658,2025-08-22T08:37:48.439714,,Processing,Next-Day,San Diego,France,4294.77
ORD00034,CUST0277,2025-09-30T06:26:58.439714,2025-10-09T06:26:58.439714,Shipped,Next-Day,Fort Worth,United Kingdom,5494.89
ORD00035,CUST0060,2025-10-29T02:31:20.439714,2025-11-02T02:31:20.439714,Delivered,Economy,Phoenix,Sweden,8076.95
ORD00036,CUST0141,2024-10-15T10:44:37.439714,2024-10-17T10:44:37.439714,Delivered,Standard,San Francisco,Italy,9302.80
ORD00037,CUST0945,2024-10-30T11:15:29.439714,,Cancelled,Standard,Dallas,USA,911.92
ORD00038,CUST0407,2025-10-08T07:33:26.439714,2025-10-20T07:33:26.439714,Shipped,Standard,San Antonio,Germany,9688.83
ORD00039,CUST0208,2025-11-05T20:12:08.439714,,Pending,Express,Austin,Australia,8408.59
ORD00040,CUST0733,2023-11-26T20:20:10.439714,2023-12-01T20:20:10.439714,Shipped,Economy,Houston,Italy,7283.36
ORD00041,CUST0558,2024-10-19T20:42:05.439714,,Pending,Express,Houston,Canada,10085.12
ORD00042,CUST0618,2025-08-20T05:02:08.439714,2025-08-22T05:02:08.439714,Shipped,Express,Columbus,Germany,2019.07
ORD00043,CUST0845,2025-09-04T04:57:03.439714,2025-09-16T04:57:03.439714,Shipped,Economy,San Francisco,Netherlands,6540.70
ORD00044,CUST0588,2025-06-12T03:36:35.439714,,Processing,Express,Charlotte,Canada,596.56
ORD00045,CUST0913,2025-11-02T01:26:10.439714,2025-11-12T01:26:10.439714,Shipped,Next-Day,Denver,USA,2694.72
ORD00046,CUST0744,2024-05-19T04:08:41.439714,2024-05-30T04:08:41.439714,Shipped,Express,Fort Worth,France,3144.47
ORD00047,CUST0523,2025-10-27T22:10:30.439714,2025-10-30T22:10:30.439714,Shipped,Next-Day,Los Angeles,Germany,11588.10
ORD00048,CUST0463,2024-04-27T18:47:59.439714,2024-05-09T18:47:59.439714,Shipped,Standard,Fort Worth,Italy,1189.97
ORD00049,CUST0548,2025-01-28T07:52:48.439714,2025-02-01T07:52:48.439714,Delivered,Economy,Indianapolis,United Kingdom,2748.69
ORD00050,CUST0938,2024-05-15T16:16:23.439714,,Pending,Express,Chicago,Italy,9936.42
ORD00051,CUST0916,2025-10-24T21:45:42.439714,2025-11-03T21:45:42.439714,Delivered,Standard,San Antonio,France,9756.56
ORD00052,CUST0532,2025-02-08T20:15:00.439714,2025-02-12T20:15:00.439714,Delivered,Next-Day,San Francisco,Sweden,10750.60
ORD00053,CUST0449,2024-07-15T08:15:44.439714,2024-07-29T08:15:44.439714,Shipped,Express,Seattle,Germany,5032.95
ORD00054,CUST0898,2024-02-18T05:01:29.439714,,Processing,Next-Day,Columbus,USA,4545.19
ORD00055,CUST0347,2024-04-18T15:28:27.439714,2024-04-29T15:28:27.439714,Delivered,Standard,San Francisco,Sweden,3926.64
ORD00056,CUST0558,2025-07-18T08:34:08.439714,2025-07-26T08:34:08.439714,Delivered,Standard,Charlotte,Italy,3758.15
ORD00057,CUST0717,2024-07-01T07:01:20.439714,2024-07-09T07:01:20.439714,Delivered,Economy,San Diego,Spain,1676.50
ORD00058,CUST0531,2024-12-17T23:23:07.439714,,Pending,Standard,Fort Worth,Netherlands,8358.49
ORD00059,CUST0148,2023-10-30T05:20:22.439714,2023-11-11T05:20:22.439714,Delivered,Express,San Diego,Australia,1412.22
ORD00060,CUST0336,2025-11-09T19:47:06.439714,,Pending,Economy,Jacksonville,USA,8923.31
ORD00061,CUST0796,2024-12-22T06:29:44.439714,,Cancelled,Standard,Dallas,Spain,7131.49
ORD00062,CUST0584,2025-04-26T15:04:44.439714,,Pending,Express,Chicago,Sweden,3502.82
ORD00063,CUST0143,2024-10-13T09:46:44.439714,2024-10-24T09:46:44.439714,Shipped,Economy,Washington,USA,5303.90
ORD00064,CUST0571,2025-11-05T14:26:29.439714,2025-11-15T14:26:29.439714,Delivered,Next-Day,San Diego,Spain,6735.00
ORD00065,CUST0639,2025-10-23T10:33:31.439714,2025-11-02T10:33:31.439714,Shipped,Standard,Philadelphia,United Kingdom,7773.55
ORD00066,CUST0914,2025-10-17T18:13:57.439714,2025-10-19T18:13:57.439714,Delivered,Standard,Washington,Germany,8645.55
ORD00067,CUST0679,2025-07-23T01:12:53.439714,,Cancelled,Next-Day,Indianapolis,France,4909.43
ORD00068,CUST0664,2025-10-25T09:41:15.439714,2025-10-31T09:41:15.439714,Delivered,Next-Day,Washington,Netherlands,9575.31
ORD00069,CUST0567,2025-08-27T16:55:15.439714,2025-08-30T16:55:15.439714,Delivered,Next-Day,Jacksonville,Italy,5649.63
ORD00070,CUST0642,2025-07-05T03:54:07.439714,2025-07-15T03:54:07.439714,Shipped,Standard,Charlotte,Canada,3366.66
ORD00071,CUST0366,2024-11-03T18:25:38.439714,2024-11-08T18:25:38.439714,Delivered,Economy,Charlotte,Spain,2185.89
ORD00072,CUST0490,2024-11-30T19:02:21.439714,2024-12-10T19:02:21.439714,Delivered,Express,New York,Sweden,116.45
ORD00073,CUST0463,2024-08-14T12:57:06.439714,2024-08-22T12:57:06.439714,Delivered,Standard,Charlotte,Italy,5570.22
ORD00074,CUST0626,2025-04-26T17:53:55.439714,2025-05-05T17:53:55.439714,Shipped,Express,Washington,Sweden,4254.33
ORD00075,CUST0938,2024-11-25T17:11:07.439714,2024-12-05T17:11:07.439714,Shipped,Express,Phoenix,Australia,7553.29
ORD00076,CUST0529,2025-09-18T05:56:50.439714,2025-09-23T05:56:50.439714,Shipped,Standard,Seattle,Australia,10104.31
ORD00077,CUST0698,2025-07-25T18:40:19.439714,2025-07-27T18:40:19.439714,Shipped,Express,San Diego,Australia,13980.23
ORD00078,CUST0054,2024-02-12T16:10:07.439714,2024-02-14T16:10:07.439714,Delivered,Next-Day,Fort Worth,Spain,11752.85
ORD00079,CUST0746,2025-11-11T15:26:25.439714,2025-11-18T15:26:25.439714,Delivered,Standard,New York,Canada,5916.36
ORD00080,CUST0172,2024-09-08T12:19:02.439714,,Processing,Next-Day,Jacksonville,France,6728.05
ORD00081,CUST0258,2024-01-22T12:13:51.439714,2024-02-01T12:13:51.439714,Shipped,Economy,San Antonio,United Kingdom,6203.05
ORD00082,CUST0362,2025-10-17T01:51:10.439714,,Processing,Express,Phoenix,Netherlands,5967.94
ORD00083,CUST0758,2025-11-07T14:27:20.439714,2025-11-13T14:27:20.439714,Delivered,Express,San Antonio,Netherlands,341.52
ORD00084,CUST0984,2025-04-23T15:58:29.439714,2025-04-26T15:58:29.439714,Shipped,Express,Dallas,Canada,6545.93
ORD00085,CUST0701,2025-11-05T03:45:32.439714,2025-11-09T03:45:32.439714,Shipped,Next-Day,San Francisco,United Kingdom,1956.23
ORD00086,CUST0936,2024-11-02T07:33:13.439714,,Processing,Express,Fort Worth,Sweden,10102.35
ORD00087,CUST0227,2025-09-27T17:38:32.439714,,Processing,Next-Day,Houston,Germany,508.52
ORD00088,CUST0882,2025-11-07T12:09:01.439714,2025-11-10T12:09:01.439714,Delivered,Economy,Jacksonville,Australia,5214.11
ORD00089,CUST0027,2025-10-26T18:22:48.439714,2025-11-05T18:22:48.439714,Shipped,Economy,Seattle,Australia,6715.28
ORD00090,CUST0017,2025-11-07T03:13:09.439714,2025-11-14T03:13:09.439714,Delivered,Next-Day,Dallas,Germany,7404.60
ORD00091,CUST0008,2024-07-06T21:12:35.439714,2024-07-12T21:12:35.439714,Delivered,Standard,Indianapolis,Sweden,7166.95
ORD00092,CUST0077,2025-09-29T13:49:56.439714,2025-10-08T13:49:56.439714,Delivered,Express,Los Angeles,Germany,12336.20
ORD00093,CUST0535,2024-10-04T07:53:06.439714,,Processing,Standard,Chicago,Australia,2787.05
ORD00094,CUST0216,2025-01-24T00:40:04.439714,,Pending,Next-Day,Charlotte,Canada,9945.41
ORD00095,CUST0335,2025-01-27T17:10:27.439714,,Processing,Express,Jacksonville,Sweden,10547.84
ORD00096,CUST0908,2025-10-16T07:04:44.439714,2025-10-24T07:04:44.439714,Shipped,Standard,San Diego,Spain,7756.42
ORD00097,CUST0459,2025-09-02T07:41:32.439714,,Pending,Next-Day,Phoenix,Canada,8727.55
ORD00098,CUST0291,2023-04-20T18:26:57.439714,2023-04-22T18:26:57.439714,Delivered,Express,Charlotte,Spain,7383.61
ORD00099,CUST0631,2025-09-17T20:42:06.439714,2025-09-20T20:42:06.439714,Delivered,Economy,Seattle,USA,237.57
ORD00100,CUST0620,2025-05-07T22:39:33.439714,2025-05-11T22:39:33.439714,Delivered,Standard,Dallas,Australia,2497.28
ORD00101,CUST0133,2025-08-29T20:38:28.439714,2025-09-08T20:38:28.439714,Shipped,Next-Day,Fort Worth,United Kingdom,9177.48
ORD00102,CUST0912,2023-07-19T08:21:43.439714,2023-07-26T08:21:43.439714,Delivered,Economy,Columbus,USA,6331.39
ORD00103,CUST0979,2024-12-29T23:21:26.439714,2025-01-12T23:21:26.439714,Delivered,Economy,Charlotte,Netherlands,3063.68
ORD00104,CUST0453,2025-02-11T23:31:10.439714,2025-02-17T23:31:10.439714,Delivered,Express,San Francisco,Australia,4602.84
ORD00105,CUST0523,2025-11-04T01:36:28.439714,2025-11-17T01:36:28.439714,Delivered,Next-Day,Seattle,Australia,4552.06
ORD00106,CUST0751,2025-06-08T12:02:45.439714,,Cancelled,Next-Day,Washington,France,3785.99
ORD00107,CUST0183,2025-01-14T08:19:20.439714,2025-01-18T08:19:20.439714,Shipped,Standard,Chicago,Spain,5182.44
ORD00108,CUST0341,2023-04-22T11:54:29.439714,2023-04-26T11:54:29.439714,Delivered,Standard,Los Angeles,USA,5767.15
ORD00109,CUST0160,2024-08-22T22:52:17.439714,2024-08-29T22:52:17.439714,Delivered,Express,Chicago,Germany,2782.61
ORD00110,CUST0135,2025-01-01T15:36:48.439714,2025-01-15T15:36:48.439714,Shipped,Next-Day,Chicago,Germany,5439.49
ORD00111,CUST0006,2024-06-07T07:19:16.439714,2024-06-14T07:19:16.439714,Shipped,Express,Columbus,Netherlands,52.69
ORD00112,CUST0756,2025-03-14T14:25:06.439714,,Processing,Next-Day,San Jose,Netherlands,12050.81
ORD00113,CUST0538,2024-12-28T15:32:48.439714,2025-01-05T15:32:48.439714,Delivered,Economy,Phoenix,Italy,969.78
ORD00114,CUST0987,2025-10-01T17:36:13.439714,2025-10-09T17:36:13.439714,Shipped,Economy,San Jose,Spain,2926.58
ORD00115,CUST0154,2025-11-08T10:18:36.439714,,Processing,Express,Jacksonville,France,11801.84
ORD00116,CUST0215,2025-01-29T09:29:09.439714,,Processing,Express,Seattle,Canada,3096.07
ORD00117,CUST0755,2025-06-23T21:47:38.439714,2025-06-28T21:47:38.439714,Delivered,Express,San Antonio,Sweden,12824.86
ORD00118,CUST0147,2025-10-31T04:40:19.439714,,Pending,Next-Day,Washington,Canada,1009.54
ORD00119,CUST0061,2025-06-17T14:43:38.439714,,Pending,Standard,Indianapolis,Germany,7860.82
ORD00120,CUST0426,2024-08-16T06:49:57.439714,,Processing,Economy,Jacksonville,USA,10125.81
ORD00121,CUST0546,2025-09-23T11:43:21.439714,2025-10-07T11:43:21.439714,Shipped,Standard,Charlotte,United Kingdom,3193.80
ORD00122,CUST0806,2025-10-09T05:29:06.439714,2025-10-16T05:29:06.439714,Shipped,Next-Day,Dallas,Australia,383.99
ORD00123,CUST0576,2024-08-26T22:32:30.439714,,Processing,Express,Denver,USA,1925.68
ORD00124,CUST0334,2024-03-28T06:57:50.439714,,Pending,Economy,Fort Worth,Netherlands,7197.05
ORD00125,CUST0247,2025-08-28T05:17:10.439714,,Pending,Express,Charlotte,Canada,3647.86
ORD00126,CUST0661,2025-01-05T23:37:58.439714,,Pending,Express,San Antonio,Italy,10101.77
ORD00127,CUST0807,2025-11-12T11:13:12.439714,,Processing,Express,New York,Australia,6327.81
ORD00128,CUST0187,2024-06-20T07:00:30.439714,2024-06-24T07:00:30.439714,Delivered,Express,Columbus,United Kingdom,4297.78
ORD00129,CUST0979,2024-07-09T06:18:36.439714,2024-07-22T06:18:36.439714,Shipped,Next-Day,Denver,Canada,1144.11
ORD00130,CUST0656,2024-09-02T12:21:38.439714,2024-09-07T12:21:38.439714,Delivered,Express,San Diego,United Kingdom,11839.64
ORD00131,CUST0333,2025-09-12T20:00:26.439714,2025-09-19T20:00:26.439714,Delivered,Express,Denver,Netherlands,6379.61
ORD00132,CUST0209,2025-06-10T06:36:22.439714,2025-06-20T06:36:22.439714,Delivered,Next-Day,Columbus,Canada,4393.37
ORD00133,CUST0501,2025-07-06T07:10:51.439714,2025-07-18T07:10:51.439714,Shipped,Economy,San Diego,United Kingdom,11913.43
ORD00134,CUST0828,2025-05-01T18:35:31.439714,,Processing,Standard,Denver,Australia,4473.32
ORD00135,CUST0268,2025-08-01T14:55:16.439714,2025-08-12T14:55:16.439714,Delivered,Economy,Washington,Canada,165.88
ORD00136,CUST0185,2025-06-22T04:30:26.439714,2025-07-03T04:30:26.439714,Delivered,Economy,New York,United Kingdom,9800.17
ORD00137,CUST0585,2024-02-12T06:58:03.439714,,Pending,Standard,Austin,Germany,5037.22
ORD00138,CUST0683,2025-11-06T14:39:42.439714,2025-11-17T14:39:42.439714,Shipped,Economy,Houston,Germany,5503.78
ORD00139,CUST0503,2025-10-21T19:26:24.439714,,Processing,Express,Phoenix,United Kingdom,4738.62
ORD00140,CUST0029,2025-10-05T03:09:05.439714,2025-10-09T03:09:05.439714,Delivered,Economy,Los Angeles,Netherlands,7462.28
ORD00141,CUST0193,2025-10-16T01:00:53.439714,2025-10-18T01:00:53.439714,Delivered,Next-Day,Seattle,Italy,7321.99
ORD00142,CUST0622,2025-10-15T14:41:29.439714,2025-10-25T14:41:29.439714,Shipped,Economy,Jacksonville,Germany,2668.60
ORD00143,CUST0710,2025-11-09T03:19:36.439714,2025-11-16T03:19:36.439714,Delivered,Next-Day,Philadelphia,Germany,1756.63
ORD00144,CUST0653,2025-08-02T16:47:12.439714,2025-08-10T16:47:12.439714,Delivered,Standard,San Antonio,USA,5188.55
ORD00145,CUST0285,2025-03-30T06:52:32.439714,2025-04-04T06:52:32.439714,Delivered,Standard,Denver,Sweden,6726.52
ORD00146,CUST0329,2024-08-07T15:35:54.439714,,Pending,Express,San Antonio,Sweden,210.04
ORD00147,CUST0921,2025-11-08T05:17:20.439714,,Pending,Express,Denver,United Kingdom,1791.26
ORD00148,CUST0798,2025-11-03T02:25:51.439714,2025-11-14T02:25:51.439714,Delivered,Standard,Chicago,France,7496.62
ORD00149,CUST0204,2025-09-25T13:33:50.439714,2025-10-01T13:33:50.439714,Delivered,Express,Los Angeles,Sweden,12098.38
ORD00150,CUST0844,2023-10-03T22:44:42.439714,2023-10-05T22:44:42.439714,Delivered,Economy,Chicago,Germany,3958.94
ORD00151,CUST0704,2025-10-05T02:34:04.439714,,Pending,Standard,Phoenix,Spain,7032.92
ORD00152,CUST0050,2025-11-08T19:46:29.439714,2025-11-12T19:46:29.439714,Delivered,Standard,San Antonio,United Kingdom,778.08
ORD00153,CUST0121,2025-07-22T09:46:16.439714,,Cancelled,Economy,Charlotte,United Kingdom,373.20
ORD00154,CUST0055,2024-08-10T11:10:23.439714,2024-08-21T11:10:23.439714,Delivered,Standard,Houston,Canada,11631.14
ORD00155,CUST0392,2025-11-10T14:22:17.439714,,Processing,Express,Los Angeles,Canada,13132.80
ORD00156,CUST0633,2025-06-26T07:04:53.439714,2025-06-28T07:04:53.439714,Shipped,Next-Day,Indianapolis,Italy,17903.29
ORD00157,CUST0955,2024-12-15T22:59:48.439714,2024-12-20T22:59:48.439714,Delivered,Express,Los Angeles,France,8645.05
ORD00158,CUST0586,2023-11-07T08:00:23.439714,2023-11-15T08:00:23.439714,Shipped,Express,Seattle,USA,657.00
ORD00159,CUST0677,2024-03-16T05:38:58.439714,2024-03-25T05:38:58.439714,Delivered,Next-Day,Indianapolis,Canada,5250.11
ORD00160,CUST0154,2025-11-10T02:59:41.439714,2025-11-24T02:59:41.439714,Shipped,Standard,Chicago,France,9144.67
ORD00161,CUST0024,2025-10-04T22:10:24.439714,2025-10-16T22:10:24.439714,Shipped,Express,Austin,USA,3852.68
ORD00162,CUST0591,2024-12-03T18:48:16.439714,,Processing,Next-Day,Fort Worth,United Kingdom,7377.86
ORD00163,CUST0018,2025-03-18T18:39:52.439714,2025-03-31T18:39:52.439714,Delivered,Next-Day,Fort Worth,Canada,7231.27
ORD00164,CUST0830,2023-05-11T05:48:22.439714,2023-05-25T05:48:22.439714,Delivered,Next-Day,Phoenix,Sweden,8435.03
ORD00165,CUST0509,2025-11-10T13:16:11.439714,2025-11-12T13:16:11.439714,Delivered,Express,Charlotte,Canada,7527.22
ORD00166,CUST0146,2024-11-23T08:47:11.439714,2024-11-28T08:47:11.439714,Shipped,Next-Day,Seattle,Australia,801.00
ORD00167,CUST0553,2025-03-12T18:38:46.439714,2025-03-20T18:38:46.439714,Shipped,Express,San Antonio,USA,9441.74
ORD00168,CUST0266,2025-04-28T04:42:07.439714,2025-05-11T04:42:07.439714,Delivered,Standard,Phoenix,Italy,9802.36
ORD00169,CUST0953,2025-01-27T18:37:29.439714,,Processing,Express,San Francisco,Germany,4557.10
ORD00170,CUST0571,2025-09-29T09:44:52.439714,,Pending,Standard,Charlotte,Canada,1332.82
ORD00171,CUST0442,2025-01-26T07:09:27.439714,,Pending,Express,Phoenix,United Kingdom,8119.69
ORD00172,CUST0881,2025-02-21T22:42:08.439714,2025-03-03T22:42:08.439714,Delivered,Standard,Austin,Australia,8069.13
ORD00173,CUST0268,2025-07-14T02:48:04.439714,2025-07-26T02:48:04.439714,Delivered,Standard,San Diego,France,10088.23
ORD00174,CUST0034,2024-08-12T14:12:29.439714,,Processing,Next-Day,Fort Worth,Italy,8437.90
ORD00175,CUST0578,2025-11-01T15:46:09.439714,2025-11-13T15:46:09.439714,Shipped,Economy,San Jose,Sweden,8558.70
ORD00176,CUST0067,2025-10-04T16:29:44.439714,2025-10-13T16:29:44.439714,Delivered,Next-Day,Jacksonville,France,16336.97
ORD00177,CUST0436,2025-09-02T21:35:51.439714,2025-09-07T21:35:51.439714,Shipped,Standard,Phoenix,France,14028.56
ORD00178,CUST0473,2025-03-25T18:09:07.439714,,Processing,Standard,Houston,Netherlands,11731.12
ORD00179,CUST0126,2023-01-17T16:15:43.439714,,Pending,Economy,Seattle,Germany,6101.56
ORD00180,CUST0103,2025-01-22T00:54:26.439714,2025-01-30T00:54:26.439714,Shipped,Standard,San Francisco,United Kingdom,4197.09
ORD00181,CUST0434,2025-07-06T08:53:31.439714,2025-07-08T08:53:31.439714,Shipped,Standard,Jacksonville,Italy,10655.76
ORD00182,CUST0110,2024-12-29T00:21:40.439714,,Pending,Standard,Austin,USA,281.62
ORD00183,CUST0475,2025-09-13T22:16:15.439714,2025-09-18T22:16:15.439714,Shipped,Economy,Charlotte,Canada,7335.13
ORD00184,CUST0253,2025-05-12T05:41:46.439714,2025-05-21T05:41:46.439714,Delivered,Next-Day,Chicago,USA,5191.81
ORD00185,CUST0833,2025-06-14T09:55:42.439714,,Cancelled,Next-Day,San Francisco,France,6224.03
ORD00186,CUST0205,2024-08-26T04:25:17.439714,,Processing,Express,New York,USA,6441.81
ORD00187,CUST0579,2024-09-26T02:17:22.439714,2024-09-30T02:17:22.439714,Shipped,Next-Day,Charlotte,Spain,13822.18
ORD00188,CUST0721,2025-09-06T09:47:47.439714,2025-09-17T09:47:47.439714,Shipped,Standard,San Antonio,Canada,6587.08
ORD00189,CUST0575,2025-05-10T18:42:11.439714,,Processing,Express,Washington,Spain,5752.59
ORD00190,CUST0161,2024-10-21T17:52:17.439714,2024-10-27T17:52:17.439714,Delivered,Economy,Columbus,United Kingdom,4748.79
ORD00191,CUST0081,2025-02-09T12:52:11.439714,,Pending,Express,Phoenix,Italy,12470.04
ORD00192,CUST0020,2025-06-08T04:26:46.439714,,Cancelled,Economy,Columbus,Spain,8071.88
ORD00193,CUST0103,2024-06-20T12:53:00.439714,2024-06-27T12:53:00.439714,Delivered,Standard,Chicago,Canada,7519.67
ORD00194,CUST0052,2025-07-28T05:49:57.439714,2025-08-08T05:49:57.439714,Shipped,Economy,Houston,France,5647.47
ORD00195,CUST0039,2024-01-08T20:57:39.439714,2024-01-21T20:57:39.439714,Delivered,Express,Seattle,Netherlands,8493.25
ORD00196,CUST0070,2025-05-11T01:21:29.439714,,Pending,Express,Chicago,Australia,7113.23
ORD00197,CUST0804,2025-10-07T05:29:51.439714,2025-10-09T05:29:51.439714,Shipped,Standard,Denver,France,8554.00
ORD00198,CUST0663,2025-10-27T20:32:44.439714,2025-11-07T20:32:44.439714,Delivered,Economy,Washington,Netherlands,12420.68
ORD00199,CUST0505,2025-04-20T05:27:27.439714,2025-04-25T05:27:27.439714,Delivered,Express,Charlotte,Sweden,9839.86
ORD00200,CUST0450,2025-10-21T13:27:53.439714,2025-10-24T13:27:53.439714,Delivered,Economy,Washington,Netherlands,8288.41
ORD00201,CUST0768,2024-06-23T14:37:22.439714,2024-06-26T14:37:22.439714,Shipped,Economy,Houston,United Kingdom,5569.82
ORD00202,CUST0222,2024-12-03T21:45:27.439714,,Cancelled,Economy,San Francisco,Sweden,10465.74
ORD00203,CUST0273,2025-10-19T01:12:33.439714,2025-10-24T01:12:33.439714,Delivered,Next-Day,Columbus,United Kingdom,4239.94
ORD00204,CUST0216,2025-10-17T00:09:36.439714,,Cancelled,Next-Day,Denver,Sweden,6692.67
ORD00205,CUST0934,2024-01-25T19:20:08.439714,2024-02-05T19:20:08.439714,Shipped,Standard,Chicago,France,8726.24
ORD00206,CUST0170,2025-01-24T08:09:57.439714,,Processing,Express,Charlotte,USA,4180.21
ORD00207,CUST0528,2025-08-22T14:57:17.439714,2025-09-01T14:57:17.439714,Delivered,Standard,Chicago,Spain,195.08
ORD00208,CUST0057,2024-07-16T19:24:08.439714,2024-07-28T19:24:08.439714,Delivered,Standard,Dallas,Canada,3450.37
ORD00209,CUST0871,2025-09-09T18:22:56.439714,,Pending,Next-Day,Washington,Sweden,12752.73
ORD00210,CUST0526,2025-11-07T16:37:04.439714,2025-11-17T16:37:04.439714,Delivered,Economy,Phoenix,Canada,5696.70
ORD00211,CUST0086,2025-11-03T01:30:14.439714,2025-11-05T01:30:14.439714,Delivered,Next-Day,Indianapolis,USA,9675.15
ORD00212,CUST0835,2025-05-05T15:16:07.439714,2025-05-15T15:16:07.439714,Delivered,Next-Day,San Jose,Netherlands,7367.91
ORD00213,CUST0142,2023-08-25T06:33:16.439714,,Processing,Next-Day,Indianapolis,Netherlands,3338.99
ORD00214,CUST0756,2025-04-03T09:40:06.439714,,Cancelled,Next-Day,Charlotte,USA,7313.69
ORD00215,CUST0553,2024-10-13T00:04:10.439714,2024-10-15T00:04:10.439714,Delivered,Next-Day,Seattle,USA,2900.31
ORD00216,CUST0429,2025-03-07T09:52:57.439714,2025-03-14T09:52:57.439714,Shipped,Standard,Philadelphia,Germany,4972.33
ORD00217,CUST0390,2025-09-25T05:03:17.439714,2025-09-28T05:03:17.439714,Shipped,Economy,Chicago,Canada,7581.60
ORD00218,CUST0957,2025-01-07T13:48:50.439714,2025-01-17T13:48:50.439714,Delivered,Next-Day,Philadelphia,Sweden,3733.43
ORD00219,CUST0687,2025-04-26T17:27:36.439714,2025-05-06T17:27:36.439714,Delivered,Express,Charlotte,Spain,1620.65
ORD00220,CUST0593,2025-01-28T14:58:22.439714,2025-02-09T14:58:22.439714,Delivered,Next-Day,Los Angeles,Sweden,12662.37
