OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineNumber,LineTotal
ORDDET000052,ORD00015,PROD00323,1,802.46,0.15,3,682.09
ORDDET000053,ORD00015,PROD00810,5,1115.00,0.00,4,5575.00
ORDDET000054,ORD00015,PROD00300,5,1145.20,0.00,5,5726.00
ORDDET000055,ORD00016,PROD00736,4,895.35,0.00,1,3581.40
ORDDET000056,ORD00016,PROD00565,5,490.57,0.00,2,2452.85
ORDDET000057,ORD00017,PROD00199,1,903.85,0.05,1,858.66
ORDDET000058,ORD00017,PROD00858,4,650.08,0.00,2,2600.32
ORDDET000059,ORD00017,PROD00849,5,447.66,0.15,3,1902.56
ORDDET000060,ORD00017,PROD00108,3,361.05,0.00,4,1083.15
ORDDET000061,ORD00017,PROD00581,4,1105.43,0.15,5,3758.46
ORDDET000062,ORD00017,PROD00894,5,632.83,0.00,6,3164.15
ORDDET000063,ORD00018,PROD00553,3,468.16,0.00,1,1404.48
ORDDET000064,ORD00018,PROD00637,4,691.36,0.10,2,2488.90
ORDDET000065,ORD00018,PROD00644,3,959.39,0.10,3,2590.35
ORDDET000066,ORD00018,PROD00063,3,18.49,0.10,4,49.92
ORDDET000067,ORD00019,PROD00315,2,664.78,0.05,1,1263.08
ORDDET000068,ORD00019,PROD00341,3,789.15,0.10,2,2130.70
ORDDET000069,ORD00020,PROD00921,5,975.64,0.00,1,4878.20
ORDDET000070,ORD00020,PROD00319,4,357.80,0.15,2,1216.52
ORDDET000071,ORD00020,PROD00683,4,29.70,0.05,3,112.86
ORDDET000072,ORD00021,PROD00126,4,872.12,0.00,1,3488.48
ORDDET000073,ORD00022,PROD00877,4,634.69,0.10,1,2284.88
ORDDET000074,ORD00022,PROD00584,2,13.09,0.15,2,22.25
ORDDET000075,ORD00023,PROD00167,2,292.47,0.00,1,584.94
ORDDET000076,ORD00023,PROD00150,2,805.90,0.00,2,1611.80
ORDDET000077,ORD00023,PROD00066,3,1014.61,0.05,3,2891.64
ORDDET000078,ORD00023,PROD00962,2,329.19,0.00,4,658.38
ORDDET000079,ORD00023,PROD00980,1,197.93,0.15,5,168.24
ORDDET000080,ORD00024,PROD00366,1,195.84,0.00,1,195.84
ORDDET000081,ORD00024,PROD00285,1,95.40,0.00,2,95.40
ORDDET000082,ORD00024,PROD00827,3,864.92,0.00,3,2594.76
ORDDET000083,ORD00024,PROD00481,3,449.37,0.10,4,1213.30
ORDDET000084,ORD00025,PROD00972,2,327.34,0.00,1,654.68
ORDDET000085,ORD00025,PROD00432,4,673.10,0.00,2,2692.40
ORDDET000086,ORD00025,PROD00870,3,770.56,0.05,3,2196.10
ORDDET000087,ORD00025,PROD00631,1,172.02,0.05,4,163.42
ORDDET000088,ORD00025,PROD00974,5,741.67,0.15,5,3152.10
ORDDET000089,ORD00026,PROD00579,1,70.01,0.00,1,70.01
ORDDET000090,ORD00026,PROD00822,3,460.52,0.10,2,1243.40
ORDDET000091,ORD00026,PROD00624,3,662.52,0.00,3,1987.56
ORDDET000092,ORD00026,PROD00625,2,686.43,0.00,4,1372.86
ORDDET000093,ORD00026,PROD00302,1,574.02,0.00,5,574.02
ORDDET000094,ORD00026,PROD00300,2,1145.20,0.15,6,1946.84
ORDDET000095,ORD00027,PROD00969,4,1093.02,0.15,1,3716.27
ORDDET000096,ORD00027,PROD00790,2,633.29,0.00,2,1266.58
ORDDET000097,ORD00027,PROD00050,2,995.27,0.00,3,1990.54
ORDDET000098,ORD00028,PROD00238,5,556.02,0.00,1,2780.10
ORDDET000099,ORD00028,PROD00092,2,518.52,0.00,2,1037.04
ORDDET000100,ORD00029,PROD00320,1,801.39,0.00,1,801.39
ORDDET000101,ORD00029,PROD00778,1,16.93,0.10,2,15.24
ORDDET000102,ORD00030,PROD00952,1,187.52,0.00,1,187.52
ORDDET000103,ORD00030,PROD00685,2,868.82,0.15,2,1476.99
ORDDET000104,ORD00030,PROD00291,3,976.55,0.00,3,2929.65
ORDDET000105,ORD00030,PROD00001,5,1079.40,0.00,4,5397.00
ORDDET000106,ORD00031,PROD00737,2,176.14,0.00,1,352.28
ORDDET000107,ORD00031,PROD00260,1,546.12,0.00,2,546.12
ORDDET000108,ORD00032,PROD00855,5,265.44,0.00,1,1327.20
ORDDET000109,ORD00032,PROD00632,4,573.79,0.00,2,2295.16
ORDDET000110,ORD00032,PROD00837,4,170.99,0.00,3,683.96
ORDDET000111,ORD00032,PROD00348,3,579.45,0.00,4,1738.35
ORDDET000112,ORD00033,PROD00250,1,249.23,0.10,1,224.31
ORDDET000113,ORD00033,PROD00286,5,1044.34,0.05,2,4960.61
ORDDET000114,ORD00033,PROD00098,5,508.41,0.00,3,2542.05
ORDDET000115,ORD00033,PROD00174,3,994.53,0.00,4,2983.59
ORDDET000116,ORD00033,PROD00324,2,340.55,0.00,5,681.10
ORDDET000117,ORD00034,PROD00840,1,780.46,0.00,1,780.46
ORDDET000118,ORD00034,PROD00152,4,961.31,0.10,2,3460.72
ORDDET000119,ORD00034,PROD00884,3,1122.72,0.05,3,3199.75
ORDDET000120,ORD00034,PROD00841,5,710.05,0.15,4,3017.71
ORDDET000121,ORD00035,PROD00761,5,970.28,0.00,1,4851.40
ORDDET000122,ORD00035,PROD00339,4,367.57,0.00,2,1470.28
ORDDET000123,ORD00035,PROD00775,5,250.89,0.00,3,1254.45
ORDDET000124,ORD00036,PROD00693,1,542.11,0.00,1,542.11
ORDDET000125,ORD00036,PROD00708,1,582.25,0.10,2,524.02
ORDDET000126,ORD00036,PROD00761,5,970.28,0.00,3,4851.40
ORDDET000127,ORD00037,PROD00984,3,135.89,0.00,1,407.67
ORDDET000128,ORD00037,PROD00276,5,964.87,0.15,2,4100.70
ORDDET000129,ORD00038,PROD00124,5,748.93,0.00,1,3744.65
ORDDET000130,ORD00039,PROD00932,1,144.95,0.10,1,130.45
ORDDET000131,ORD00039,PROD00435,1,598.21,0.10,2,538.39
ORDDET000132,ORD00040,PROD00568,3,362.90,0.05,1,1034.26
ORDDET000133,ORD00040,PROD00936,5,522.23,0.05,2,2480.59
ORDDET000134,ORD00040,PROD00949,3,582.61,0.00,3,1747.83
ORDDET000135,ORD00040,PROD00713,2,749.05,0.00,4,1498.10
ORDDET000136,ORD00040,PROD00056,2,183.88,0.05,5,349.37
ORDDET000137,ORD00041,PROD00252,1,954.34,0.00,1,954.34
ORDDET000138,ORD00041,PROD00804,1,587.74,0.00,2,587.74
ORDDET000139,ORD00041,PROD00606,5,343.79,0.00,3,1718.95
ORDDET000140,ORD00042,PROD00262,5,777.95,0.00,1,3889.75
ORDDET000141,ORD00042,PROD00813,3,263.65,0.00,2,790.95
ORDDET000142,ORD00042,PROD00984,4,135.89,0.10,3,489.20
ORDDET000143,ORD00043,PROD00147,5,515.16,0.00,1,2575.80
ORDDET000144,ORD00043,PROD00551,2,136.93,0.00,2,273.86
ORDDET000145,ORD00044,PROD00773,5,108.35,0.15,1,460.49
ORDDET000146,ORD00045,PROD00825,5,1106.64,0.15,1,4703.22
ORDDET000147,ORD00045,PROD00941,4,1199.91,0.00,2,4799.64
ORDDET000148,ORD00045,PROD00142,3,1199.26,0.10,3,3238.00
ORDDET000149,ORD00045,PROD00246,4,966.31,0.00,4,3865.24
ORDDET000150,ORD00046,PROD00851,3,122.48,0.00,1,367.44
ORDDET000151,ORD00046,PROD00137,1,341.18,0.00,2,341.18
ORDDET000152,ORD00047,PROD00717,3,733.14,0.10,1,1979.48
ORDDET000153,ORD00047,PROD00806,1,409.27,0.15,2,347.88
ORDDET000154,ORD00048,PROD00092,1,518.52,0.15,1,440.74
ORDDET000155,ORD00048,PROD00514,4,398.33,0.10,2,1433.99
ORDDET000156,ORD00049,PROD00534,3,1104.94,0.00,1,3314.82
ORDDET000157,ORD00049,PROD00577,4,186.57,0.15,2,634.34
ORDDET000158,ORD00049,PROD00660,3,311.17,0.00,3,933.51
ORDDET000159,ORD00050,PROD00603,4,495.24,0.15,1,1683.82
ORDDET000160,ORD00050,PROD00121,4,985.96,0.10,2,3549.46
ORDDET000161,ORD00050,PROD00448,3,60.60,0.10,3,163.62
ORDDET000162,ORD00051,PROD00138,4,1123.38,0.05,1,4268.84
ORDDET000163,ORD00051,PROD00532,4,687.79,0.00,2,2751.16
ORDDET000164,ORD00052,PROD00241,1,953.43,0.10,1,858.09
ORDDET000165,ORD00052,PROD00240,5,720.59,0.00,2,3602.95
ORDDET000166,ORD00052,PROD00104,5,109.95,0.05,3,522.26
ORDDET000167,ORD00052,PROD00144,2,1118.37,0.00,4,2236.74
ORDDET000168,ORD00052,PROD00659,5,1196.69,0.00,5,5983.45
ORDDET000169,ORD00053,PROD00395,5,632.61,0.15,1,2688.59
ORDDET000170,ORD00053,PROD00668,1,194.30,0.00,2,194.30
ORDDET000171,ORD00054,PROD00526,2,761.44,0.05,1,1446.74
ORDDET000172,ORD00054,PROD00192,1,776.69,0.00,2,776.69
ORDDET000173,ORD00054,PROD00061,4,37.03,0.10,3,133.31
ORDDET000174,ORD00054,PROD00589,1,74.48,0.00,4,74.48
ORDDET000175,ORD00055,PROD00107,1,1024.19,0.00,1,1024.19
ORDDET000176,ORD00055,PROD00748,3,249.92,0.05,2,712.27
ORDDET000177,ORD00055,PROD00054,5,690.24,0.00,3,3451.20
ORDDET000178,ORD00055,PROD00786,5,609.91,0.10,4,2744.59
ORDDET000179,ORD00055,PROD00860,3,643.63,0.15,5,1641.26
ORDDET000180,ORD00055,PROD00040,3,655.15,0.05,6,1867.18
ORDDET000181,ORD00056,PROD00426,3,660.95,0.00,1,1982.85
ORDDET000182,ORD00056,PROD00812,5,918.02,0.00,2,4590.10
ORDDET000183,ORD00056,PROD00771,1,208.91,0.05,3,198.46
ORDDET000184,ORD00056,PROD00783,4,674.09,0.00,4,2696.36
ORDDET000185,ORD00056,PROD00303,3,919.25,0.10,5,2481.97
ORDDET000186,ORD00057,PROD00872,2,1061.21,0.00,1,2122.42
ORDDET000187,ORD00057,PROD00023,5,842.02,0.15,2,3578.59
ORDDET000188,ORD00058,PROD00940,2,83.13,0.00,1,166.26
ORDDET000189,ORD00058,PROD00193,3,602.79,0.05,2,1717.95
ORDDET000190,ORD00058,PROD00026,2,292.63,0.10,3,526.73
ORDDET000191,ORD00059,PROD00680,2,354.20,0.10,1,637.56
ORDDET000192,ORD00059,PROD00522,5,280.75,0.00,2,1403.75
ORDDET000193,ORD00059,PROD00061,2,37.03,0.10,3,66.65
ORDDET000194,ORD00059,PROD00883,4,286.66,0.05,4,1089.31
ORDDET000195,ORD00060,PROD00834,4,76.33,0.00,1,305.32
ORDDET000196,ORD00060,PROD00307,1,213.07,0.05,2,202.42
ORDDET000197,ORD00061,PROD00889,2,1198.07,0.10,1,2156.53
ORDDET000198,ORD00062,PROD00402,1,343.40,0.00,1,343.40
ORDDET000199,ORD00062,PROD00380,1,181.93,0.10,2,163.74
ORDDET000200,ORD00062,PROD00262,5,777.95,0.10,3,3500.78
ORDDET000201,ORD00063,PROD00299,4,1136.32,0.00,1,4545.28
ORDDET000202,ORD00063,PROD00585,3,379.32,0.00,2,1137.96
ORDDET000203,ORD00063,PROD00857,4,759.46,0.00,3,3037.84
ORDDET000204,ORD00063,PROD00406,4,259.05,0.00,4,1036.20
ORDDET000205,ORD00064,PROD00960,2,1066.07,0.15,1,1812.32
ORDDET000206,ORD00064,PROD00786,5,609.91,0.00,2,3049.55
ORDDET000207,ORD00064,PROD00530,4,399.29,0.00,3,1597.16
ORDDET000208,ORD00064,PROD00148,2,684.38,0.10,4,1231.88
ORDDET000209,ORD00064,PROD00933,1,882.25,0.00,5,882.25
ORDDET000210,ORD00064,PROD00997,4,641.60,0.00,6,2566.40
ORDDET000211,ORD00065,PROD00969,2,1093.02,0.05,1,2076.74
ORDDET000212,ORD00065,PROD00439,5,464.25,0.00,2,2321.25
ORDDET000213,ORD00065,PROD00387,4,486.41,0.00,3,1945.64
ORDDET000214,ORD00065,PROD00743,1,617.82,0.00,4,617.82
ORDDET000215,ORD00065,PROD00982,1,486.26,0.00,5,486.26
ORDDET000216,ORD00065,PROD00108,1,361.05,0.00,6,361.05
ORDDET000217,ORD00066,PROD00687,2,1128.45,0.00,1,2256.90
ORDDET000218,ORD00067,PROD00569,4,588.98,0.00,1,2355.92
ORDDET000219,ORD00068,PROD00176,5,190.57,0.05,1,905.21
ORDDET000220,ORD00069,PROD00128,3,462.92,0.05,1,1319.32
ORDDET000221,ORD00069,PROD00653,3,468.75,0.00,2,1406.25
ORDDET000222,ORD00070,PROD00245,3,337.59,0.15,1,860.85
ORDDET000223,ORD00070,PROD00630,4,1160.19,0.05,2,4408.72
ORDDET000224,ORD00071,PROD00316,2,971.46,0.00,1,1942.92
ORDDET000225,ORD00071,PROD00050,1,995.27,0.05,2,945.51
ORDDET000226,ORD00072,PROD00663,4,1160.47,0.10,1,4177.69
ORDDET000227,ORD00072,PROD00354,1,1147.29,0.00,2,1147.29
ORDDET000228,ORD00072,PROD00619,3,1038.50,0.00,3,3115.50
ORDDET000229,ORD00073,PROD00589,5,74.48,0.00,1,372.40
ORDDET000230,ORD00073,PROD00043,2,491.94,0.15,2,836.30
ORDDET000231,ORD00073,PROD00407,3,760.51,0.00,3,2281.53
ORDDET000232,ORD00073,PROD00783,1,674.09,0.10,4,606.68
ORDDET000233,ORD00074,PROD00917,2,515.08,0.05,1,978.65
ORDDET000234,ORD00074,PROD00413,5,890.19,0.00,2,4450.95
ORDDET000235,ORD00074,PROD00691,3,784.52,0.00,3,2353.56
ORDDET000236,ORD00074,PROD00475,2,727.67,0.15,4,1237.04
ORDDET000237,ORD00074,PROD00778,5,16.93,0.00,5,84.65
ORDDET000238,ORD00074,PROD00759,2,80.67,0.05,6,153.27
ORDDET000239,ORD00075,PROD00263,4,226.59,0.15,1,770.41
ORDDET000240,ORD00075,PROD00580,4,26.83,0.00,2,107.32
ORDDET000241,ORD00075,PROD00606,2,343.79,0.15,3,584.44
ORDDET000242,ORD00076,PROD00801,3,69.62,0.15,1,177.53
ORDDET000243,ORD00076,PROD00767,1,561.61,0.00,2,561.61
ORDDET000244,ORD00077,PROD00781,5,788.09,0.15,1,3349.38
ORDDET000245,ORD00077,PROD00725,5,725.27,0.00,2,3626.35
ORDDET000246,ORD00077,PROD00546,4,723.69,0.00,3,2894.76
ORDDET000247,ORD00077,PROD00459,3,639.11,0.00,4,1917.33
ORDDET000248,ORD00077,PROD00319,1,357.80,0.10,5,322.02
ORDDET000249,ORD00077,PROD00085,1,1010.38,0.15,6,858.82
ORDDET000250,ORD00078,PROD00132,2,336.27,0.05,1,638.91
ORDDET000251,ORD00079,PROD00641,4,141.20,0.15,1,480.08
ORDDET000252,ORD00080,PROD00646,2,530.61,0.10,1,955.10
ORDDET000253,ORD00080,PROD00555,1,454.95,0.15,2,386.71
ORDDET000254,ORD00081,PROD00998,4,323.11,0.10,1,1163.20
ORDDET000255,ORD00082,PROD00549,1,1154.05,0.00,1,1154.05
ORDDET000256,ORD00082,PROD00648,5,1116.60,0.00,2,5583.00
ORDDET000257,ORD00082,PROD00960,5,1066.07,0.15,3,4530.80
ORDDET000258,ORD00082,PROD00627,4,652.16,0.10,4,2347.78
ORDDET000259,ORD00083,PROD00231,2,1096.52,0.10,1,1973.74
ORDDET000260,ORD00083,PROD00038,3,717.41,0.00,2,2152.23
ORDDET000261,ORD00083,PROD00240,5,720.59,0.15,3,3062.51
ORDDET000262,ORD00083,PROD00679,2,108.63,0.10,4,195.53
ORDDET000263,ORD00083,PROD00739,5,1030.59,0.00,5,5152.95
ORDDET000264,ORD00084,PROD00061,4,37.03,0.15,1,125.90
ORDDET000265,ORD00084,PROD00214,3,498.34,0.15,2,1270.77
ORDDET000266,ORD00084,PROD00200,5,272.36,0.15,3,1157.53
ORDDET000267,ORD00085,PROD00484,4,700.21,0.05,1,2660.80
ORDDET000268,ORD00085,PROD00861,1,745.15,0.05,2,707.89
ORDDET000269,ORD00086,PROD00378,5,736.70,0.10,1,3315.15
ORDDET000270,ORD00086,PROD00568,5,362.90,0.05,2,1723.77
ORDDET000271,ORD00086,PROD00295,3,988.57,0.00,3,2965.71
ORDDET000272,ORD00087,PROD00894,1,632.83,0.10,1,569.55
ORDDET000273,ORD00087,PROD00242,5,767.74,0.00,2,3838.70
ORDDET000274,ORD00087,PROD00958,2,765.07,0.05,3,1453.63
ORDDET000275,ORD00087,PROD00314,5,335.88,0.00,4,1679.40
ORDDET000276,ORD00087,PROD00919,4,803.76,0.15,5,2732.78
ORDDET000277,ORD00087,PROD00260,5,546.12,0.15,6,2321.01
ORDDET000278,ORD00088,PROD00998,2,323.11,0.00,1,646.22
ORDDET000279,ORD00088,PROD00108,4,361.05,0.10,2,1299.78
ORDDET000280,ORD00088,PROD00570,4,1102.96,0.00,3,4411.84
ORDDET000281,ORD00088,PROD00164,2,48.09,0.05,4,91.37
ORDDET000282,ORD00089,PROD00955,4,472.66,0.00,1,1890.64
ORDDET000283,ORD00089,PROD00911,1,896.06,0.00,2,896.06
ORDDET000284,ORD00089,PROD00472,4,791.76,0.00,3,3167.04
ORDDET000285,ORD00089,PROD00004,1,1107.64,0.10,4,996.88
ORDDET000286,ORD00089,PROD00400,3,329.50,0.10,5,889.65
ORDDET000287,ORD00090,PROD00524,2,359.46,0.05,1,682.97
ORDDET000288,ORD00090,PROD00385,4,372.52,0.15,2,1266.57
ORDDET000289,ORD00090,PROD00471,3,835.61,0.15,3,2130.81
ORDDET000290,ORD00091,PROD00500,4,951.45,0.10,1,3425.22
ORDDET000291,ORD00091,PROD00724,1,157.84,0.10,2,142.06
ORDDET000292,ORD00091,PROD00849,5,447.66,0.10,3,2014.47
ORDDET000293,ORD00091,PROD00558,5,351.00,0.10,4,1579.50
ORDDET000294,ORD00092,PROD00213,1,1112.81,0.10,1,1001.53
ORDDET000295,ORD00092,PROD00273,3,313.39,0.15,2,799.14
ORDDET000296,ORD00092,PROD00170,5,230.37,0.15,3,979.07
ORDDET000297,ORD00092,PROD00071,5,810.71,0.10,4,3648.20
ORDDET000298,ORD00093,PROD00039,3,549.42,0.00,1,1648.26
ORDDET000299,ORD00094,PROD00860,3,643.63,0.00,1,1930.89
ORDDET000300,ORD00094,PROD00130,5,1110.85,0.00,2,5554.25
ORDDET000301,ORD00095,PROD00507,5,160.54,0.00,1,802.70
ORDDET000302,ORD00095,PROD00471,2,835.61,0.00,2,1671.22
ORDDET000303,ORD00095,PROD00246,5,966.31,0.15,3,4106.82
ORDDET000304,ORD00095,PROD00345,3,927.24,0.00,4,2781.72
ORDDET000305,ORD00095,PROD00361,3,635.45,0.10,5,1715.72
ORDDET000306,ORD00095,PROD00909,2,1027.82,0.10,6,1850.08
ORDDET000307,ORD00096,PROD00191,1,1027.91,0.00,1,1027.91
ORDDET000308,ORD00096,PROD00141,4,1007.41,0.00,2,4029.64
ORDDET000309,ORD00096,PROD00979,1,666.46,0.00,3,666.46
ORDDET000310,ORD00096,PROD00636,2,955.33,0.00,4,1910.66
ORDDET000311,ORD00096,PROD00990,1,727.63,0.05,5,691.25
ORDDET000312,ORD00096,PROD00640,3,185.11,0.10,6,499.80
ORDDET000313,ORD00097,PROD00520,4,560.44,0.00,1,2241.76
ORDDET000314,ORD00097,PROD00731,4,390.08,0.10,2,1404.29
ORDDET000315,ORD00097,PROD00680,5,354.20,0.00,3,1771.00
ORDDET000316,ORD00097,PROD00771,3,208.91,0.05,4,595.39
ORDDET000317,ORD00098,PROD00137,3,341.18,0.15,1,870.01
ORDDET000318,ORD00098,PROD00161,2,941.93,0.10,2,1695.47
ORDDET000319,ORD00098,PROD00118,1,509.02,0.00,3,509.02
ORDDET000320,ORD00098,PROD00083,5,669.81,0.05,4,3181.60
ORDDET000321,ORD00098,PROD00349,4,228.58,0.05,5,868.60
ORDDET000322,ORD00098,PROD00642,1,1035.86,0.00,6,1035.86
ORDDET000323,ORD00099,PROD00231,2,1096.52,0.15,1,1864.08
ORDDET000324,ORD00099,PROD00974,2,741.67,0.10,2,1335.01
ORDDET000325,ORD00099,PROD00977,5,969.61,0.00,3,4848.05
ORDDET000326,ORD00099,PROD00894,5,632.83,0.05,4,3005.94
ORDDET000327,ORD00099,PROD00119,5,505.77,0.10,5,2275.97
ORDDET000328,ORD00100,PROD00740,4,833.51,0.00,1,3334.04
ORDDET000329,ORD00100,PROD00214,4,498.34,0.00,2,1993.36
ORDDET000330,ORD00100,PROD00570,1,1102.96,0.00,3,1102.96
ORDDET000331,ORD00100,PROD00594,1,384.11,0.10,4,345.70
ORDDET000332,ORD00100,PROD00854,3,1031.96,0.00,5,3095.88
ORDDET000333,ORD00101,PROD00194,5,1107.14,0.00,1,5535.70
ORDDET000334,ORD00101,PROD00966,1,538.75,0.00,2,538.75
ORDDET000335,ORD00102,PROD00314,3,335.88,0.00,1,1007.64
ORDDET000336,ORD00102,PROD00653,4,468.75,0.10,2,1687.50
ORDDET000337,ORD00103,PROD00416,4,1100.20,0.10,1,3960.72
ORDDET000338,ORD00104,PROD00654,3,680.51,0.00,1,2041.53
ORDDET000339,ORD00104,PROD00315,1,664.78,0.05,2,631.54
ORDDET000340,ORD00105,PROD00518,2,1102.78,0.05,1,2095.28
ORDDET000341,ORD00105,PROD00463,4,409.52,0.00,2,1638.08
ORDDET000342,ORD00105,PROD00947,1,720.73,0.00,3,720.73
ORDDET000343,ORD00105,PROD00303,4,919.25,0.00,4,3677.00
ORDDET000344,ORD00105,PROD00940,2,83.13,0.10,5,149.63
ORDDET000345,ORD00106,PROD00619,5,1038.50,0.15,1,4413.63
ORDDET000346,ORD00106,PROD00520,4,560.44,0.00,2,2241.76
ORDDET000347,ORD00106,PROD00013,1,514.00,0.10,3,462.60
ORDDET000348,ORD00107,PROD00698,5,166.83,0.00,1,834.15
ORDDET000349,ORD00107,PROD00627,2,652.16,0.00,2,1304.32
ORDDET000350,ORD00108,PROD00745,3,1168.19,0.10,1,3154.11
ORDDET000351,ORD00108,PROD00955,5,472.66,0.10,2,2126.97
ORDDET000352,ORD00108,PROD00538,3,622.29,0.05,3,1773.53
ORDDET000353,ORD00109,PROD00164,2,48.09,0.00,1,96.18
ORDDET000354,ORD00110,PROD00725,3,725.27,0.00,1,2175.81
ORDDET000355,ORD00110,PROD00905,3,441.91,0.00,2,1325.73
ORDDET000356,ORD00110,PROD00169,3,491.28,0.15,3,1252.76
ORDDET000357,ORD00110,PROD00116,2,253.06,0.00,4,506.12
ORDDET000358,ORD00111,PROD00634,4,802.48,0.10,1,2888.93
ORDDET000359,ORD00111,PROD00368,4,560.62,0.00,2,2242.48
ORDDET000360,ORD00111,PROD00478,2,1073.93,0.05,3,2040.47
ORDDET000361,ORD00111,PROD00729,2,733.36,0.00,4,1466.72
ORDDET000362,ORD00112,PROD00591,3,751.55,0.00,1,2254.65
ORDDET000363,ORD00112,PROD00197,2,499.47,0.05,2,948.99
ORDDET000364,ORD00112,PROD00279,5,110.70,0.05,3,525.82
ORDDET000365,ORD00112,PROD00565,4,490.57,0.00,4,1962.28
ORDDET000366,ORD00112,PROD00189,1,1133.89,0.05,5,1077.20
ORDDET000367,ORD00112,PROD00611,1,1061.69,0.00,6,1061.69
ORDDET000368,ORD00113,PROD00143,4,773.48,0.00,1,3093.92
ORDDET000369,ORD00113,PROD00602,1,978.40,0.05,2,929.48
ORDDET000370,ORD00113,PROD00878,1,675.76,0.00,3,675.76
ORDDET000371,ORD00113,PROD00353,5,418.86,0.05,4,1989.59
ORDDET000372,ORD00113,PROD00784,1,559.21,0.10,5,503.29
ORDDET000373,ORD00113,PROD00892,4,1031.42,0.05,6,3919.40
ORDDET000374,ORD00114,PROD00400,2,329.50,0.00,1,659.00
ORDDET000375,ORD00114,PROD00033,3,160.42,0.15,2,409.07
ORDDET000376,ORD00115,PROD00853,5,838.00,0.05,1,3980.50
ORDDET000377,ORD00116,PROD00787,1,816.81,0.10,1,735.13
